time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
3317.41,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3327.44,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3337.46,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3347.48,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3357.5,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3367.53,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3377.55,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3387.57,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3397.59,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3407.62,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3417.64,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3427.66,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3437.68,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3447.71,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3457.73,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3467.75,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3477.77,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3487.8,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3497.82,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3507.84,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3517.86,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3527.88,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3537.91,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3547.93,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3557.95,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3567.97,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3578.0,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3588.02,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3598.04,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3608.06,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3618.09,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3628.11,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3638.13,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3648.15,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3658.18,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3668.2,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3678.22,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3688.24,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3698.27,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3708.29,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3718.31,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3728.33,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3738.36,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3748.38,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3758.4,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3768.42,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3778.44,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3788.47,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3798.49,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3808.51,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3818.53,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3828.56,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3838.58,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3848.6,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3858.62,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3868.65,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3878.67,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3888.69,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3898.71,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3908.74,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3918.76,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3928.78,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3938.8,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3948.83,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3958.85,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3968.87,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3978.89,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3988.92,7110.0,7110.0,2680.0,0.73,100.0,3140.0
3998.94,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4008.96,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4018.98,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4029.0,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4039.03,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4049.05,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4059.07,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4069.09,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4079.12,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4089.14,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4099.16,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4109.18,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4119.21,7110.0,7110.0,2680.0,0.73,100.0,3140.0
4129.23,7110.0,7110.0,2680.0,0.73,100.0,3150.0
4139.25,7110.0,7110.0,2680.0,0.73,100.0,3150.0
4149.27,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4159.3,7110.0,7110.0,2680.0,0.73,100.0,3160.0
4169.32,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4179.34,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4189.36,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4199.39,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4209.41,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4219.43,7110.0,7110.0,2680.0,0.73,100.0,3170.0
4229.45,7110.0,7110.0,2680.0,0.73,100.0,3170.0
