time_s,cumulative_co2_engine1_t,cumulative_co2_engine2_t,cumulative_co2_engine3_t
5722.79,2.59,2.28,0.848
5732.81,2.59,2.29,0.85
5742.84,2.6,2.29,0.851
5752.86,2.6,2.3,0.853
5762.88,2.61,2.3,0.855
5772.9,2.61,2.31,0.857
5782.92,2.62,2.31,0.859
5792.95,2.62,2.32,0.861
5802.97,2.63,2.32,0.863
5812.99,2.63,2.33,0.865
5823.01,2.64,2.33,0.867
5833.04,2.64,2.34,0.869
5843.06,2.65,2.34,0.871
5853.08,2.65,2.35,0.873
5863.1,2.66,2.35,0.875
5873.13,2.66,2.36,0.876
5883.15,2.67,2.36,0.878
5893.17,2.67,2.37,0.88
5903.19,2.68,2.37,0.882
5913.22,2.68,2.38,0.884
5923.24,2.69,2.38,0.886
5933.26,2.69,2.39,0.888
5943.28,2.7,2.39,0.89
5953.31,2.7,2.4,0.892
5963.33,2.71,2.4,0.894
5973.35,2.71,2.41,0.896
5983.37,2.72,2.41,0.898
5993.4,2.72,2.42,0.899
6003.42,2.73,2.42,0.901
6013.44,2.73,2.43,0.903
6023.46,2.74,2.43,0.905
6033.48,2.74,2.44,0.907
6043.51,2.75,2.44,0.909
6053.53,2.75,2.45,0.911
6063.55,2.76,2.45,0.913
6073.57,2.76,2.46,0.915
6083.6,2.77,2.46,0.917
6093.62,2.77,2.47,0.919
6103.64,2.78,2.48,0.921
6113.66,2.78,2.48,0.923
6123.69,2.79,2.49,0.924
6133.71,2.79,2.49,0.926
6143.73,2.8,2.5,0.928
6153.75,2.8,2.5,0.93
6163.78,2.81,2.51,0.932
6173.8,2.81,2.51,0.934
6183.82,2.82,2.52,0.936
6193.84,2.82,2.52,0.938
6203.87,2.83,2.53,0.94
6213.89,2.83,2.53,0.942
6223.91,2.84,2.54,0.944
6233.93,2.85,2.54,0.946
6243.96,2.85,2.55,0.947
6253.98,2.86,2.55,0.949
6264.0,2.86,2.56,0.951
6274.02,2.87,2.56,0.953
6284.04,2.87,2.57,0.955
6294.07,2.88,2.57,0.957
6304.09,2.88,2.58,0.959
6314.11,2.89,2.58,0.961
6324.13,2.89,2.59,0.963
6334.16,2.9,2.59,0.965
6344.18,2.9,2.6,0.967
6354.2,2.91,2.6,0.969
6364.22,2.91,2.61,0.971
6374.25,2.92,2.61,0.972
6384.27,2.92,2.62,0.974
6394.29,2.93,2.62,0.976
6404.31,2.93,2.63,0.978
6414.34,2.94,2.63,0.98
6424.36,2.94,2.64,0.982
6434.38,2.95,2.64,0.984
6444.4,2.95,2.65,0.986
6454.43,2.96,2.65,0.988
6464.45,2.96,2.66,0.99
6474.47,2.97,2.66,0.992
6484.49,2.97,2.67,0.994
6494.52,2.98,2.67,0.996
6504.54,2.98,2.68,0.997
6514.56,2.99,2.68,0.999
6524.58,2.99,2.69,1.0
6534.6,3.0,2.69,1.0
6544.63,3.0,2.7,1.01
6554.65,3.01,2.7,1.01
6564.67,3.01,2.71,1.01
6574.69,3.02,2.71,1.01
6584.72,3.02,2.72,1.01
6594.74,3.03,2.73,1.01
6604.76,3.03,2.73,1.02
6614.78,3.04,2.74,1.02
6624.81,3.04,2.74,1.02
6634.83,3.05,2.75,1.02
6644.85,3.05,2.75,1.02
6654.87,3.06,2.76,1.03
6664.9,3.06,2.76,1.03
6674.92,3.07,2.77,1.03
6684.94,3.07,2.77,1.03
6694.96,3.08,2.78,1.03
6704.99,3.08,2.78,1.04
6715.01,3.09,2.79,1.04
6725.03,3.09,2.79,1.04
6735.05,3.1,2.8,1.04
6745.08,3.11,2.8,1.04
6755.1,3.11,2.81,1.05
6765.12,3.12,2.81,1.05
6775.14,3.12,2.82,1.05
6785.16,3.13,2.82,1.05
6795.19,3.13,2.83,1.05
6805.21,3.14,2.83,1.06
6815.23,3.14,2.84,1.06
6825.25,3.15,2.84,1.06
6835.28,3.15,2.85,1.06
6845.3,3.16,2.85,1.06
6855.32,3.16,2.86,1.06
6865.34,3.17,2.86,1.07
6875.37,3.17,2.87,1.07
6885.39,3.18,2.87,1.07
6895.41,3.18,2.88,1.07
