time_s,fuel_power_engine1_kw,fuel_power_engine2_kw,fuel_power_engine3_kw,battery_power_kw,electric_load_kw,propeller_power_kw
2455.49,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2465.51,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2475.53,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2485.56,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2495.58,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2505.6,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2515.62,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2525.64,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2535.67,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2545.69,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2555.71,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2565.73,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2575.76,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2585.78,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2595.8,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2605.82,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2615.85,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2625.87,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2635.89,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2645.91,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2655.94,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2665.96,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2675.98,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2686.0,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2696.03,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2706.05,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2716.07,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2726.09,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2736.12,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2746.14,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2756.16,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2766.18,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2776.2,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2786.23,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2796.25,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2806.27,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2816.29,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2826.32,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2836.34,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2846.36,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2856.38,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2866.41,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2876.43,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2886.45,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2896.47,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2906.5,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2916.52,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2926.54,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2936.56,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2946.59,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2956.61,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2966.63,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2976.65,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2986.68,7110.0,7110.0,2680.0,0.73,100.0,3130.0
2996.7,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3006.72,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3016.74,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3026.76,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3036.79,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3046.81,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3056.83,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3066.85,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3076.88,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3086.9,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3096.92,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3106.94,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3116.97,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3126.99,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3137.01,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3147.03,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3157.06,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3167.08,7110.0,7110.0,2680.0,0.73,100.0,3130.0
3177.1,7110.0,7110.0,2680.0,0.73,100.0,3130.0
