time_s,cumulative_fuel_engine1_t,cumulative_fuel_engine2_t,cumulative_fuel_engine3_t
6715.01,0.982,0.886,0.33
6725.03,0.983,0.888,0.331
6735.05,0.985,0.889,0.331
6745.08,0.987,0.891,0.332
6755.1,0.988,0.893,0.333
6765.12,0.99,0.894,0.333
6775.14,0.991,0.896,0.334
6785.16,0.993,0.897,0.334
6795.19,0.995,0.899,0.335
6805.21,0.996,0.901,0.336
6815.23,0.998,0.902,0.336
6825.25,0.999,0.904,0.337
6835.28,1.0,0.906,0.337
6845.3,1.0,0.907,0.338
6855.32,1.0,0.909,0.339
6865.34,1.01,0.91,0.339
6875.37,1.01,0.912,0.34
6885.39,1.01,0.914,0.34
6895.41,1.01,0.915,0.341
6905.43,1.01,0.917,0.342
6915.46,1.01,0.919,0.342
6925.48,1.02,0.92,0.343
6935.5,1.02,0.922,0.343
6945.52,1.02,0.923,0.344
6955.55,1.02,0.925,0.345
6965.57,1.02,0.927,0.345
6975.59,1.02,0.928,0.346
6985.61,1.03,0.93,0.347
6995.64,1.03,0.931,0.347
7005.66,1.03,0.933,0.348
7015.68,1.03,0.935,0.348
7025.7,1.03,0.936,0.349
7035.72,1.03,0.938,0.35
7045.75,1.04,0.94,0.35
7055.77,1.04,0.941,0.351
7065.79,1.04,0.943,0.351
7075.81,1.04,0.944,0.352
7085.84,1.04,0.946,0.353
7095.86,1.04,0.948,0.353
7105.88,1.04,0.949,0.354
7115.9,1.05,0.951,0.354
7125.93,1.05,0.953,0.355
7135.95,1.05,0.954,0.356
7145.97,1.05,0.956,0.356
7155.99,1.05,0.957,0.357
7166.02,1.05,0.959,0.358
7176.04,1.06,0.961,0.358
7186.06,1.06,0.962,0.359
7196.08,1.06,0.964,0.359
7206.11,1.06,0.965,0.36
7216.13,1.06,0.967,0.361
7226.15,1.06,0.969,0.361
7236.17,1.07,0.97,0.362
7246.2,1.07,0.972,0.362
7256.22,1.07,0.974,0.363
7266.24,1.07,0.975,0.364
7276.26,1.07,0.977,0.364
7286.28,1.07,0.978,0.365
7296.31,1.08,0.98,0.365
7306.33,1.08,0.982,0.366
7316.35,1.08,0.983,0.367
7326.37,1.08,0.985,0.367
7336.4,1.08,0.987,0.368
7346.42,1.08,0.988,0.368
7356.44,1.09,0.99,0.369
7366.46,1.09,0.991,0.37
7376.49,1.09,0.993,0.37
7386.51,1.09,0.995,0.371
7396.53,1.09,0.996,0.372
7406.55,1.09,0.998,0.372
7416.58,1.09,0.999,0.373
7426.6,1.1,1.0,0.373
7436.62,1.1,1.0,0.374
7446.64,1.1,1.0,0.375
7456.67,1.1,1.01,0.375
7466.69,1.1,1.01,0.376
7476.71,1.1,1.01,0.376
7486.73,1.11,1.01,0.377
7496.76,1.11,1.01,0.378
7506.78,1.11,1.01,0.378
7516.8,1.11,1.02,0.379
7526.82,1.11,1.02,0.379
7536.84,1.11,1.02,0.38
7546.87,1.12,1.02,0.381
7556.89,1.12,1.02,0.381
7566.91,1.12,1.02,0.382
7576.93,1.12,1.03,0.383
7586.96,1.12,1.03,0.383
7596.98,1.12,1.03,0.384
7607.0,1.13,1.03,0.384
7617.02,1.13,1.03,0.385
7627.05,1.13,1.03,0.386
7637.07,1.13,1.04,0.386
7647.09,1.13,1.04,0.387
7657.11,1.13,1.04,0.387
7667.14,1.14,1.04,0.388
7677.16,1.14,1.04,0.389
7687.18,1.14,1.04,0.389
7697.2,1.14,1.04,0.39
7707.23,1.14,1.05,0.39
7717.25,1.14,1.05,0.391
7727.27,1.15,1.05,0.392
7737.29,1.15,1.05,0.392
7747.32,1.15,1.05,0.393
7757.34,1.15,1.05,0.393
7767.36,1.15,1.06,0.394
7777.38,1.15,1.06,0.395
7787.4,1.15,1.06,0.395
7797.43,1.16,1.06,0.396
7807.45,1.16,1.06,0.397
7817.47,1.16,1.06,0.397
7827.49,1.16,1.07,0.398
7837.52,1.16,1.07,0.398
7847.54,1.16,1.07,0.399
7857.56,1.17,1.07,0.4
7867.58,1.17,1.07,0.4
7877.61,1.17,1.07,0.401
7887.63,1.17,1.08,0.401
7897.65,1.17,1.08,0.402
7907.67,1.17,1.08,0.403
7917.7,1.18,1.08,0.403
7927.72,1.18,1.08,0.404
7937.74,1.18,1.08,0.404
7947.76,1.18,1.09,0.405
7957.79,1.18,1.09,0.406
7967.81,1.18,1.09,0.406
7977.83,1.19,1.09,0.407
7987.85,1.19,1.09,0.408
