time_s,cumulative_co2_engine1_t,cumulative_co2_engine2_t,cumulative_co2_engine3_t
6745.08,3.11,2.81,1.05
6755.1,3.11,2.81,1.05
6765.12,3.12,2.82,1.05
6775.14,3.12,2.82,1.05
6785.16,3.13,2.83,1.05
6795.19,3.13,2.83,1.06
6805.21,3.14,2.84,1.06
6815.23,3.14,2.84,1.06
6825.25,3.15,2.85,1.06
6835.28,3.15,2.85,1.06
6845.3,3.16,2.86,1.06
6855.32,3.16,2.86,1.07
6865.34,3.17,2.87,1.07
6875.37,3.17,2.87,1.07
6885.39,3.18,2.88,1.07
6895.41,3.18,2.88,1.07
6905.43,3.19,2.89,1.08
6915.46,3.19,2.89,1.08
6925.48,3.2,2.9,1.08
6935.5,3.2,2.9,1.08
6945.52,3.21,2.91,1.08
6955.55,3.21,2.91,1.09
6965.57,3.22,2.92,1.09
6975.59,3.22,2.92,1.09
6985.61,3.23,2.93,1.09
6995.64,3.23,2.93,1.09
7005.66,3.24,2.94,1.1
7015.68,3.25,2.94,1.1
7025.7,3.25,2.95,1.1
7035.72,3.26,2.95,1.1
7045.75,3.26,2.96,1.1
7055.77,3.27,2.96,1.11
7065.79,3.27,2.97,1.11
7075.81,3.28,2.97,1.11
7085.84,3.28,2.98,1.11
7095.86,3.29,2.99,1.11
7105.88,3.29,2.99,1.11
7115.9,3.3,3.0,1.12
7125.93,3.3,3.0,1.12
7135.95,3.31,3.01,1.12
7145.97,3.31,3.01,1.12
7155.99,3.32,3.02,1.12
7166.02,3.32,3.02,1.13
7176.04,3.33,3.03,1.13
7186.06,3.33,3.03,1.13
7196.08,3.34,3.04,1.13
7206.11,3.34,3.04,1.13
7216.13,3.35,3.05,1.14
7226.15,3.35,3.05,1.14
7236.17,3.36,3.06,1.14
7246.2,3.36,3.06,1.14
7256.22,3.37,3.07,1.14
7266.24,3.37,3.07,1.15
7276.26,3.38,3.08,1.15
7286.28,3.38,3.08,1.15
7296.31,3.39,3.09,1.15
7306.33,3.39,3.09,1.15
7316.35,3.4,3.1,1.15
7326.37,3.4,3.1,1.16
7336.4,3.41,3.11,1.16
7346.42,3.41,3.11,1.16
7356.44,3.42,3.12,1.16
7366.46,3.42,3.12,1.16
7376.49,3.43,3.13,1.17
7386.51,3.43,3.13,1.17
7396.53,3.44,3.14,1.17
7406.55,3.44,3.14,1.17
7416.58,3.45,3.15,1.17
7426.6,3.45,3.15,1.18
7436.62,3.46,3.16,1.18
7446.64,3.46,3.16,1.18
7456.67,3.47,3.17,1.18
7466.69,3.47,3.17,1.18
7476.71,3.48,3.18,1.19
7486.73,3.48,3.18,1.19
7496.76,3.49,3.19,1.19
7506.78,3.5,3.19,1.19
7516.8,3.5,3.2,1.19
7526.82,3.51,3.2,1.2
7536.84,3.51,3.21,1.2
7546.87,3.52,3.21,1.2
7556.89,3.52,3.22,1.2
7566.91,3.53,3.22,1.2
7576.93,3.53,3.23,1.2
7586.96,3.54,3.23,1.21
7596.98,3.54,3.24,1.21
7607.0,3.55,3.25,1.21
7617.02,3.55,3.25,1.21
7627.05,3.56,3.26,1.21
7637.07,3.56,3.26,1.22
7647.09,3.57,3.27,1.22
7657.11,3.57,3.27,1.22
7667.14,3.58,3.28,1.22
7677.16,3.58,3.28,1.22
7687.18,3.59,3.29,1.23
7697.2,3.59,3.29,1.23
7707.23,3.6,3.3,1.23
7717.25,3.6,3.3,1.23
7727.27,3.61,3.31,1.23
7737.29,3.61,3.31,1.24
7747.32,3.62,3.32,1.24
7757.34,3.62,3.32,1.24
7767.36,3.63,3.33,1.24
7777.38,3.63,3.33,1.24
7787.4,3.64,3.34,1.25
7797.43,3.64,3.34,1.25
7807.45,3.65,3.35,1.25
7817.47,3.65,3.35,1.25
7827.49,3.66,3.36,1.25
7837.52,3.66,3.36,1.25
7847.54,3.67,3.37,1.26
7857.56,3.67,3.37,1.26
7867.58,3.68,3.38,1.26
7877.61,3.68,3.38,1.26
7887.63,3.69,3.39,1.26
7897.65,3.69,3.39,1.27
7907.67,3.7,3.4,1.27
7917.7,3.7,3.4,1.27
7927.72,3.71,3.41,1.27
7937.74,3.71,3.41,1.27
7947.76,3.72,3.42,1.28
7957.79,3.72,3.42,1.28
7967.81,3.73,3.43,1.28
7977.83,3.73,3.43,1.28
7987.85,3.74,3.44,1.28
7997.88,3.74,3.44,1.29
8007.9,3.75,3.45,1.29
8017.92,3.76,3.45,1.29
8027.94,3.76,3.46,1.29
8037.96,3.77,3.46,1.29
8047.99,3.77,3.47,1.3
8058.01,3.78,3.47,1.3
8068.03,3.78,3.48,1.3
8078.05,3.79,3.48,1.3
8088.08,3.79,3.49,1.3
8098.1,3.8,3.49,1.3
8108.12,3.8,3.5,1.31
8118.14,3.81,3.51,1.31
